SIF_UUID,PROGRAM_CODE,MANIFEST_ID
abd0ec67-beb8-4c6b-9203-145268b34ff0,SCI_NA18E_SCIDIM_MODK,I_13aaaaaa-aaaa-4aaa-a46a-978054488234
abd0ec67-beb8-4c6b-9203-145268b34ff0,SCI_NA18E_SCIDIM_MODF,I_13aaaaaa-aaaa-4aaa-a42a-978054488241
ed3300bf-e842-4b5c-89ff-093e7d27636d,SCI_NA18E_SCIDIM_EAR,I_13aaaaaa-aaaa-4aaa-a3ca-978054481284
ed3300bf-e842-4b5c-89ff-093e7d27636d,SCI_NA18E_SCIDIM_BIO,I_13aaaaaa-aaaa-4aaa-a44a-978054481196
ed3300bf-e842-4b5c-89ff-093e7d27636d,SCI_NA18E_SCIDIM_BIO,I_13aaaaaa-aaaa-4aaa-a46a-978132896442
d096c7fc-117b-4140-be3d-6d74de59c02b,ELA_NGL_G10_NA,I_13aaaaaa-aaaa-4aaa-a3aa-978132847522
d096c7fc-117b-4140-be3d-6d74de59c02b,ELA_NGL_G9_NA,I_13aaaaaa-aaaa-4aaa-a42a-978132847528
d096c7fc-117b-4140-be3d-6d74de59c02b,ELA_NGL_G12_NA,I_13aaaaaa-aaaa-4aaa-a3ca-978132847531
d2246dad-b53a-425e-9321-70aefebe4453,SCI_NA18E_SCIDIM_MODE,I_13aaaaaa-aaaa-4aaa-a48a-978054488228
d2246dad-b53a-425e-9321-70aefebe4453,SCI_NA18E_SCIDIM_MODA,I_13aaaaaa-aaaa-4aaa-a42a-978054488236
d2246dad-b53a-425e-9321-70aefebe4453,SCI_NA18E_SCIDIM_MODH,I_13aaaaaa-aaaa-4aaa-a42a-978054488231
d2246dad-b53a-425e-9321-70aefebe4453,SCI_NA18E_SCIDIM_MODK,I_13aaaaaa-aaaa-4aaa-a46a-978054488234
d2246dad-b53a-425e-9321-70aefebe4453,SCI_NA18E_SCIDIM_MODH,I_13aaaaaa-aaaa-4aaa-a3ea-978054488243
d2246dad-b53a-425e-9321-70aefebe4453,SCI_NA18E_SCIDIM_MODI,I_13aaaaaa-aaaa-4aaa-a46a-978054488244
fe92ef8d-a6b9-49c1-b763-b9780846c64e,SCI_NA18E_SCIDIM_MODL,I_13aaaaaa-aaaa-4aaa-a44a-978054488235
fe92ef8d-a6b9-49c1-b763-b9780846c64e,SS_KD_NL4,I_13aaaaaa-aaaa-4aaa-a4ea-978132888657
fe92ef8d-a6b9-49c1-b763-b9780846c64e,SS_KD_NL6,I_13aaaaaa-aaaa-4aaa-a46a-978132888661
e9dbaa30-3642-45c0-9cc1-6a3a021e2ac8,SCI_FL19E_FLSCI_G4,I_13aaaaaa-aaaa-4aaa-a42a-978132845835
2ead581d-dfe8-47bb-8ed6-1cd545aad58b,SCI_FL19E_FLSCI_PHYS,I_13aaaaaa-aaaa-4aaa-a38a-978132846043
2ead581d-dfe8-47bb-8ed6-1cd545aad58b,SCI_FL19E_FLSCI_G7,I_13aaaaaa-aaaa-4aaa-a46a-978132847066
2ead581d-dfe8-47bb-8ed6-1cd545aad58b,SCI_FL19E_FLSCI_CHEM,I_13aaaaaa-aaaa-4aaa-a42a-978132846038
b3ca5681-6049-4bf9-90c9-4ec01650b537,SCI_NA18E_SCIDIM_G03,I_13aaaaaa-aaaa-4aaa-a46a-978054470918
3acce365-7093-4703-8a79-2fd63f7597e1,SCI_NA18E_SCIDIM_MODJ,I_13aaaaaa-aaaa-4aaa-a44a-978054488245
dbaab5a3-cb3d-46cf-9ec7-9ffcf79855a5,ELA_IR_G5_NA,I_13aaaaaa-aaaa-4aaa-a46a-978132854966
dbaab5a3-cb3d-46cf-9ec7-9ffcf79855a5,ELA_IR_GK_NA,I_13aaaaaa-aaaa-4aaa-a4aa-978132854954
dbaab5a3-cb3d-46cf-9ec7-9ffcf79855a5,ELA_IR_G5_NA,I_13aaaaaa-aaaa-4aaa-a44a-978035805297
dbaab5a3-cb3d-46cf-9ec7-9ffcf79855a5,ELA_IR_GK_NA,I_13aaaaaa-aaaa-4aaa-a4aa-978035805299
d50f6de9-8d5b-4697-90ec-fd7649fcb528,ELA_IR_G3_NA,I_13aaaaaa-aaaa-4aaa-a46a-978132848546
d50f6de9-8d5b-4697-90ec-fd7649fcb528,ELA_IR_G2_NA,I_13aaaaaa-aaaa-4aaa-a3aa-978035805292
d50f6de9-8d5b-4697-90ec-fd7649fcb528,ELA_NGL_G6_NA,I_13aaaaaa-aaaa-4aaa-a3ea-978132847525
742132fa-643c-402d-8ad0-4231f041f435,SCI_NA18E_SCIDIM_MODG,I_13aaaaaa-aaaa-4aaa-a3aa-978054488230
742132fa-643c-402d-8ad0-4231f041f435,SCI_NA18E_SCIDIM_MODF,I_13aaaaaa-aaaa-4aaa-a46a-978054488229
742132fa-643c-402d-8ad0-4231f041f435,SCI_NA18E_SCIDIM_MODE,I_13aaaaaa-aaaa-4aaa-a48a-978054488228
742132fa-643c-402d-8ad0-4231f041f435,SCI_NA18E_SCIDIM_MODD,I_13aaaaaa-aaaa-4aaa-a46a-978054488239
18d5ed23-dcdb-4918-90f4-6cee6a42a2ce,SS_NL18E_HS_MWH,I_13aaaaaa-aaaa-4aaa-a46a-978132891709
a477dd6e-a85d-4d97-9536-ff221b23505b,SS_KD_NL5_RTP,I_13aaaaaa-aaaa-4aaa-a4ca-978132886584
b44ad42d-144c-4c0c-8221-9ee7a3a572a5,SCI_NA18E_SCIDIM_MODH,I_13aaaaaa-aaaa-4aaa-a42a-978054488231
acab72f8-bc57-4c5d-81d0-e6f2519ed943,SCI_NA18E_SCIDIM_MODD,I_13aaaaaa-aaaa-4aaa-a40a-978054488227
acab72f8-bc57-4c5d-81d0-e6f2519ed943,SCI_NA18E_SCIDIM_MODA,I_13aaaaaa-aaaa-4aaa-a3ea-978054488223
2dfd210d-da05-4113-b777-5722005d8c6d,SCI_NA18E_SCIDIM_MODK,I_13aaaaaa-aaaa-4aaa-a42a-978054488246
2dfd210d-da05-4113-b777-5722005d8c6d,SCI_NA18E_SCIDIM_MODC,I_13aaaaaa-aaaa-4aaa-a48a-978054488238
2dfd210d-da05-4113-b777-5722005d8c6d,SCI_NA18E_SCIDIM_MODI,I_13aaaaaa-aaaa-4aaa-a46a-978054488244
2dfd210d-da05-4113-b777-5722005d8c6d,SCI_NA18E_SCIDIM_MODK,I_13aaaaaa-aaaa-4aaa-a46a-978054488234
2dfd210d-da05-4113-b777-5722005d8c6d,SCI_NA18E_SCIDIM_MODE,I_13aaaaaa-aaaa-4aaa-a44a-978054488240
2dfd210d-da05-4113-b777-5722005d8c6d,SCI_NA18E_SCIDIM_MODL,I_13aaaaaa-aaaa-4aaa-a4aa-978054488247
2dfd210d-da05-4113-b777-5722005d8c6d,SCI_NA18E_SCIDIM_MODE,I_13aaaaaa-aaaa-4aaa-a48a-978054488228
2dfd210d-da05-4113-b777-5722005d8c6d,SCI_NA18E_SCIDIM_MODB,I_13aaaaaa-aaaa-4aaa-a46a-978054488224
48a4a5c7-5687-4838-bab9-23cc49212dad,SS_NL18E_PSY,I_13aaaaaa-aaaa-4aaa-a46a-978132891729
73155f69-38ca-43be-ab7e-e69fb580931b,SCI_NA18S_SCIDIM_ModF,I_13aaaaaa-aaaa-4aaa-a52a-978132849778
abfdf22c-bb3a-4033-9f3d-3955c9e5e1b1,SS_NL18E_USH1877,I_13aaaaaa-aaaa-4aaa-a46a-978054467375
7c2208d7-3ab6-4d45-975c-ebde11d92e80,SS_NL18E_PSY,I_13aaaaaa-aaaa-4aaa-a46a-978132891729
c3165e4f-9584-4582-af07-3721ee88ecc2,SS_NL18E_MS_CIV,I_13aaaaaa-aaaa-4aaa-a40a-978054491291
7cb66e72-f968-4438-b069-c0ae618becc5,SCI_NA18E_SCIDIM_G03,I_13aaaaaa-aaaa-4aaa-a46a-978054470918
7cb66e72-f968-4438-b069-c0ae618becc5,SCI_NA18E_SCIDIM_G02,I_13aaaaaa-aaaa-4aaa-a3ea-978132845060
7cb66e72-f968-4438-b069-c0ae618becc5,SCI_NA18E_SCIDIM_MODA,I_13aaaaaa-aaaa-4aaa-a3ea-978054488223
7cb66e72-f968-4438-b069-c0ae618becc5,SCI_NA18E_SCIDIM_GK,I_13aaaaaa-aaaa-4aaa-a42a-978054470915
7cb66e72-f968-4438-b069-c0ae618becc5,SCI_NA18E_SCIDIM_GK,I_13aaaaaa-aaaa-4aaa-a42a-978132845048
ff4c59f0-bd42-491c-b92a-c5dc23433f94,SCI_NA18E_SCIDIM_G05,I_13aaaaaa-aaaa-4aaa-a38a-978132845063
4d09f42f-7ce2-432b-925c-98ed5d83c086,SCI_NA18E_SCIDIM_MODD,I_13aaaaaa-aaaa-4aaa-a46a-978054488239
4d09f42f-7ce2-432b-925c-98ed5d83c086,SCI_NA18E_SCIDIM_MODF,I_13aaaaaa-aaaa-4aaa-a46a-978054488229
4d09f42f-7ce2-432b-925c-98ed5d83c086,SCI_NA18E_SCIDIM_MODB,I_13aaaaaa-aaaa-4aaa-a4aa-978054488237
4d09f42f-7ce2-432b-925c-98ed5d83c086,SCI_NA18E_SCIDIM_MODA,I_13aaaaaa-aaaa-4aaa-a42a-978054488236
4d09f42f-7ce2-432b-925c-98ed5d83c086,SCI_NA18E_SCIDIM_MODK,I_13aaaaaa-aaaa-4aaa-a42a-978054488246
4d09f42f-7ce2-432b-925c-98ed5d83c086,SCI_NA18E_SCIDIM_MODF,I_13aaaaaa-aaaa-4aaa-a42a-978054488241
c7da202c-7018-4329-9031-c38fb0a243bb,SCI_NA18E_SCIDIM_MODC,I_13aaaaaa-aaaa-4aaa-a42a-978054488226
619f4c2c-2b5d-4fab-8942-e678d9ccc05f,SS_NL18E_USH_CWTP,I_13aaaaaa-aaaa-4aaa-a4aa-978132891995
3bb3c99d-729f-4957-b705-e37c7b8bd909,SCI_NA18E_SCIDIM_G05,I_13aaaaaa-aaaa-4aaa-a38a-978054470920
df0db3c8-8d7a-492b-8a47-4598304f2c08,SS_NL18E_HS_AH,I_13aaaaaa-aaaa-4aaa-a3ca-978054445416
0adb63c5-3830-481f-b917-eb331330935b,SCI_NA18E_SCIDIM_G03,I_13aaaaaa-aaaa-4aaa-a3ca-978132845061
21a8fbae-4f06-406e-ac03-d3c91b30f903,SS_NL18E_USH,I_13aaaaaa-aaaa-4aaa-a4aa-978132891980
fbfc23f8-05fa-44d5-929b-3dfed092b3ef,SCI_NA18E_SCIDIM_G05,I_13aaaaaa-aaaa-4aaa-a38a-978132845063
15aa004e-4ae6-43d0-b40e-c806974686d6,SCI_NA18E_SCIDIM_G04,I_13aaaaaa-aaaa-4aaa-a3aa-978132845062
15aa004e-4ae6-43d0-b40e-c806974686d6,SCI_NA18E_SCIDIM_G05,I_13aaaaaa-aaaa-4aaa-a38a-978132845063
15aa004e-4ae6-43d0-b40e-c806974686d6,SCI_NA18E_SCIDIM_G04,I_13aaaaaa-aaaa-4aaa-a44a-978054470919
07fcb440-f302-4f0c-b7f4-f415f7ee2e59,SCI_NA18E_SCIDIM_MODL,I_13aaaaaa-aaaa-4aaa-a44a-978054488235
07fcb440-f302-4f0c-b7f4-f415f7ee2e59,SCI_NA18E_SCIDIM_MODJ,I_13aaaaaa-aaaa-4aaa-a44a-978054488245
07fcb440-f302-4f0c-b7f4-f415f7ee2e59,SCI_NA18E_SCIDIM_MODB,I_13aaaaaa-aaaa-4aaa-a4aa-978054488237
07fcb440-f302-4f0c-b7f4-f415f7ee2e59,SCI_NA18E_SCIDIM_MODI,I_13aaaaaa-aaaa-4aaa-a40a-978054488232
0eb45066-d790-4700-80b6-94a0f1fd8c7a,SCI_NA18E_SCIDIM_G04,I_13aaaaaa-aaaa-4aaa-a44a-978054470919
10de797f-c557-4705-8184-f305868f63c2,SCI_NA18E_SCIDIM_MODE,I_13aaaaaa-aaaa-4aaa-a48a-978054488228
f52d9d20-a942-4323-80c8-04d38d9b88ae,SCI_NA18E_SCIDIM_G02,I_13aaaaaa-aaaa-4aaa-a3ea-978132845060
f52d9d20-a942-4323-80c8-04d38d9b88ae,SCI_NA18E_SCIDIM_G01,I_13aaaaaa-aaaa-4aaa-a40a-978054470916
e968d201-da3b-4428-992f-34e94f350ec5,SCI_NA18E_SCIDIM_MODL,I_13aaaaaa-aaaa-4aaa-a4aa-978054488247
e968d201-da3b-4428-992f-34e94f350ec5,SCI_NA18E_SCIDIM_MODE,I_13aaaaaa-aaaa-4aaa-a44a-978054488240
e968d201-da3b-4428-992f-34e94f350ec5,SCI_NA18E_SCIDIM_MODE,I_13aaaaaa-aaaa-4aaa-a48a-978054488228
e968d201-da3b-4428-992f-34e94f350ec5,SCI_NA18E_SCIDIM_MODA,I_13aaaaaa-aaaa-4aaa-a42a-978054488236
43644277-7aa9-47fe-b936-11c4cfe97ecc,SCI_NA18E_SCIDIM_G02,I_13aaaaaa-aaaa-4aaa-a3ea-978054470917
43644277-7aa9-47fe-b936-11c4cfe97ecc,SCI_NA18E_SCIDIM_G01,I_13aaaaaa-aaaa-4aaa-a40a-978054470916
dbfcc0e8-24a7-4b86-b52e-21fdfc99906a,SS_NL18E_HS_AH,I_13aaaaaa-aaaa-4aaa-a3ca-978054445416
dbfcc0e8-24a7-4b86-b52e-21fdfc99906a,SS_NL18E_ECON,I_13aaaaaa-aaaa-4aaa-a40a-978054492805
786e4fe9-9228-4619-9b5f-53d3028021bf,SCI_NA18E_SCIDIM_MODJ,I_13aaaaaa-aaaa-4aaa-a3ea-978054488233
786e4fe9-9228-4619-9b5f-53d3028021bf,SCI_NA18E_SCIDIM_MODI,I_13aaaaaa-aaaa-4aaa-a46a-978054488244
b66e0234-2dba-4a03-9654-2988f7623013,SCI_FL19E_FLSCI_EARTH,I_13aaaaaa-aaaa-4aaa-a40a-978132847069
59821cee-6c6b-461a-88e5-fa32e8298455,SCI_FL19E_FLSCI_LIFE,I_13aaaaaa-aaaa-4aaa-a4aa-978132845846
56a01b10-e32b-45b6-9996-6490a80b3d87,SCI_FL19E_FLSCI_G5,I_13aaaaaa-aaaa-4aaa-a40a-978132845836
56a01b10-e32b-45b6-9996-6490a80b3d87,SCI_FL19E_FLSCI_G4,I_13aaaaaa-aaaa-4aaa-a42a-978132845835
69ae7468-445f-4297-bba9-015c54d67bbc,SCI_NA18E_SCIDIM_G03,I_13aaaaaa-aaaa-4aaa-a3ca-978132845061
56c06d18-e85d-4cf1-957c-875cd32e9d60,SS_KD_NL5,I_13aaaaaa-aaaa-4aaa-a42a-978132884306
835e909e-b95d-4d44-9974-823bb5f993a3,SS_NL18E_MS_CIV,I_13aaaaaa-aaaa-4aaa-a40a-978054491291
2e10bf15-0721-4ed5-9116-feefa094ee73,SCI_GA19E_GASCI_G5,I_13aaaaaa-aaaa-4aaa-a3ea-978132893154
2e10bf15-0721-4ed5-9116-feefa094ee73,SCI_GA19E_GASCI_G2,I_13aaaaaa-aaaa-4aaa-a48a-978132893139
2e10bf15-0721-4ed5-9116-feefa094ee73,SCI_GA19E_GASCI_G3,I_13aaaaaa-aaaa-4aaa-a48a-978132845991
c20c7ede-7ef3-49a2-8850-fdf7d89f6e24,SCI_NA18E_SCIDIM_G03,I_13aaaaaa-aaaa-4aaa-a46a-978054470918
c20c7ede-7ef3-49a2-8850-fdf7d89f6e24,SCI_NA18E_SCIDIM_MODK,I_13aaaaaa-aaaa-4aaa-a46a-978054488234
c20c7ede-7ef3-49a2-8850-fdf7d89f6e24,SCI_NA18E_SCIDIM_G05,I_13aaaaaa-aaaa-4aaa-a38a-978054470920
c20c7ede-7ef3-49a2-8850-fdf7d89f6e24,SCI_NA18E_SCIDIM_MODD,I_13aaaaaa-aaaa-4aaa-a40a-978054488227
fed7e197-f67d-4f82-bbe0-023d9ca339dc,SCI_NA18E_SCIDIM_G01,I_13aaaaaa-aaaa-4aaa-a40a-978132845059
fed7e197-f67d-4f82-bbe0-023d9ca339dc,SCI_NA18E_SCIDIM_G03,I_13aaaaaa-aaaa-4aaa-a46a-978054470918
fed7e197-f67d-4f82-bbe0-023d9ca339dc,SCI_NA18E_SCIDIM_GK,I_13aaaaaa-aaaa-4aaa-a42a-978132845048
d1772b64-eab7-4377-957d-7a688d5f8a1d,SS_NL18E_MS_WC,I_13aaaaaa-aaaa-4aaa-a44a-978054467351
5b5bf3ea-afe2-4181-bb4c-79bbbcaad31e,SS_KD_NL3,I_13aaaaaa-aaaa-4aaa-a50a-978132888656
5b5bf3ea-afe2-4181-bb4c-79bbbcaad31e,SS_KD_NL4,I_13aaaaaa-aaaa-4aaa-a4ea-978132888657
04e613dd-90d4-4ec9-824c-31a465d6b9ca,SS_KD_NL1,I_13aaaaaa-aaaa-4aaa-a40a-978132884302
66c5eb3f-6140-4f26-9909-9b874c220810,SS_KD_NL4,I_13aaaaaa-aaaa-4aaa-a3aa-978132884305
66c5eb3f-6140-4f26-9909-9b874c220810,SS_KD_NL3,I_13aaaaaa-aaaa-4aaa-a3ca-978132884304
5f1b8c9f-800b-49d8-84f1-8d81e47530f5,SCI_NA18S_SCIDIM_ModJ,I_13aaaaaa-aaaa-4aaa-a4aa-978132849782
e68d2803-566b-4696-b635-1f20cd20137f,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a46a-978132849784
6311aacb-d260-4682-b356-254c5232e872,SCI_NA18E_SCIDIM_MODE,I_13aaaaaa-aaaa-4aaa-a44a-978054488240
c540150f-9865-4da5-ba7b-64d165fa7ed0,SCI_NA18E_SCIDIM_MODL,I_13aaaaaa-aaaa-4aaa-a44a-978054488235
c540150f-9865-4da5-ba7b-64d165fa7ed0,SCI_NA18E_SCIDIM_MODB,I_13aaaaaa-aaaa-4aaa-a4aa-978054488237
c540150f-9865-4da5-ba7b-64d165fa7ed0,SCI_NA18E_SCIDIM_MODK,I_13aaaaaa-aaaa-4aaa-a42a-978054488246
25721986-9acb-4232-b50f-789bb6484de3,SS_KD_NL4,I_13aaaaaa-aaaa-4aaa-a4ea-978132888657
0aa4a91f-eb9d-4ac1-9a4f-1b558030e245,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a44a-978132875782
2b2fcf74-6d81-4f2c-9c23-6c2ba7ab80c7,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
15f0cc6d-217e-47a1-b11b-0b6b7df71095,NA_SCI_YSI_BIO,I_13aaaaaa-aaaa-4aaa-a46a-978035809687
15f0cc6d-217e-47a1-b11b-0b6b7df71095,SCI_NA18E_SCIDIM_MODG,I_13aaaaaa-aaaa-4aaa-a40a-978054488242
15f0cc6d-217e-47a1-b11b-0b6b7df71095,NA_SCI_YSI_BIO,I_13aaaaaa-aaaa-4aaa-a4ea-978035809688
15f0cc6d-217e-47a1-b11b-0b6b7df71095,SCI_NA18E_SCIDIM_MODH,I_13aaaaaa-aaaa-4aaa-a42a-978054488231
15f0cc6d-217e-47a1-b11b-0b6b7df71095,SCI_NA18E_SCIDIM_MODI,I_13aaaaaa-aaaa-4aaa-a40a-978054488232
15f0cc6d-217e-47a1-b11b-0b6b7df71095,SCI_NA18E_SCIDIM_MODG,I_13aaaaaa-aaaa-4aaa-a3aa-978054488230
24aa25e5-2282-4635-9b12-cdc85ad37b55,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a44a-978132849780
24aa25e5-2282-4635-9b12-cdc85ad37b55,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
7b85f5df-1fe8-40ce-a46f-345696f0990b,SCI_NA18S_SCIDIM_ModF,I_13aaaaaa-aaaa-4aaa-a52a-978132849778
9e2016d4-c745-4033-8a09-658bc9493704,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a46a-978132849784
d29270a1-b98f-4798-ad2d-56a41a88c704,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a44a-978132875782
d29270a1-b98f-4798-ad2d-56a41a88c704,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a46a-978132875776
c4d23953-413b-41cb-aa9a-fcd76deff83e,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a44a-978132849780
214b0d78-9357-48c6-acec-8bf4f7841129,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
fd888258-b6e8-401b-8818-190f092e26bb,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a46a-978132875776
4bac2537-538e-4fd4-ad41-e185d0574c27,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a4ea-978132875787
79fcd634-e9f3-4023-8273-cb6752111b9f,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a46a-978132849784
b67ec2f8-180e-44f9-88e7-91adce31bd4b,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a48a-978132849773
b67ec2f8-180e-44f9-88e7-91adce31bd4b,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a46a-978132875776
8618f10d-7b3c-4c39-83d0-5582a3ab2a47,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a50a-978132849779
7f8787ba-0ea7-431c-9e08-9376246760a6,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a4ea-978132875787
bb52a779-551e-4ec2-b9b3-7de2deaebf15,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a44a-978132849780
bb52a779-551e-4ec2-b9b3-7de2deaebf15,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a46a-978132849784
b51bd719-ea8c-45f7-89c8-370aabf693ca,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
fbd9ae80-2a66-4c5e-82e0-1ebbebf72bde,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a44a-978132875782
fbd9ae80-2a66-4c5e-82e0-1ebbebf72bde,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a48a-978132849773
6578f29d-9895-4f8b-aac0-aadacfbc2ddf,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a44a-978132849780
d5e4233a-f803-4826-8440-aa6ff93f9673,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a46a-978132849784
d5e4233a-f803-4826-8440-aa6ff93f9673,SCI_NA18S_SCIDIM_ModJ,I_13aaaaaa-aaaa-4aaa-a4aa-978132849782
28d8bd1d-622b-4169-beb5-ec1ee075b90c,SCI_NA18S_SCIDIM_ModJ,I_13aaaaaa-aaaa-4aaa-a48a-978132875785
6f12197e-5e1f-4059-9904-da4296561511,SCI_NA18S_SCIDIM_ModJ,I_13aaaaaa-aaaa-4aaa-a48a-978132875785
6f12197e-5e1f-4059-9904-da4296561511,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a4ea-978132875787
5feef1c7-55ff-44d2-a3bd-e87c4770d628,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a46a-978132875776
b0f9cebe-9d72-4154-be5e-f1dc382a27ed,SCI_NA18S_SCIDIM_ModJ,I_13aaaaaa-aaaa-4aaa-a48a-978132875785
8ed3139c-e1e1-481d-aab1-56481212de1e,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a44a-978132875782
8ed3139c-e1e1-481d-aab1-56481212de1e,SCI_NA18S_SCIDIM_ModF,I_13aaaaaa-aaaa-4aaa-a46a-978132875781
9eeddfeb-a582-4a11-874f-07d4a5dd6868,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a48a-978132849773
7bd69c4e-676f-4546-927d-b88703d52010,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a44a-978132849780
e9ff9c28-ca62-4af4-896a-2c43187bf65e,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a44a-978132875782
e9ff9c28-ca62-4af4-896a-2c43187bf65e,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
acbf4d84-e3f5-4d19-b8e7-ccc6999cf803,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a44a-978132875782
5982f01c-df39-4a3c-8357-7a1ccc2d925f,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a46a-978132875776
5982f01c-df39-4a3c-8357-7a1ccc2d925f,SCI_NA18S_SCIDIM_ModL,I_13aaaaaa-aaaa-4aaa-a4ea-978132875787
5b9d4b88-ce44-4ae1-9733-3f40ddc5a1a8,SCI_NA18S_SCIDIM_ModF,I_13aaaaaa-aaaa-4aaa-a52a-978132849778
fd5a98e6-dcac-4911-8566-34fc31d8af67,SCI_NA18S_SCIDIM_ModF,I_13aaaaaa-aaaa-4aaa-a52a-978132849778
c58e9121-404f-498c-bb35-4fd0f6be5f40,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a44a-978132849780
8175d988-d7a1-41cd-b6d7-115cf909cff8,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a50a-978132849779
5f352f47-84d9-400d-b850-4f84a1b8d948,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a50a-978132849779
5f352f47-84d9-400d-b850-4f84a1b8d948,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a46a-978132875776
598fe3c9-ca39-4a02-980c-c738189ad483,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
598fe3c9-ca39-4a02-980c-c738189ad483,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a44a-978132875782
598fe3c9-ca39-4a02-980c-c738189ad483,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a48a-978132849773
36cba50b-b280-41d6-a106-3fc0053494fc,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a48a-978132849773
6685dc56-607b-458c-85e7-527d8e17298c,SCI_NA18S_SCIDIM_ModF,I_13aaaaaa-aaaa-4aaa-a46a-978132875781
6685dc56-607b-458c-85e7-527d8e17298c,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a48a-978132849773
7b0822bb-55bb-4c74-a2fd-52637a982109,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a48a-978132849773
8091e9ea-d436-4e15-872d-c2db2e341f10,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
8091e9ea-d436-4e15-872d-c2db2e341f10,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a44a-978132849780
e4a9aac4-69a5-45bf-be19-09688fa718f7,SCI_NA18S_SCIDIM_ModF,I_13aaaaaa-aaaa-4aaa-a46a-978132875781
e4a9aac4-69a5-45bf-be19-09688fa718f7,SCI_NA18S_SCIDIM_ModG,I_13aaaaaa-aaaa-4aaa-a50a-978132849779
973b10ba-12c0-4fff-9e48-e5b70955be03,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
12c4ef41-aad0-4b4f-b8f3-5003405a6bd4,SCI_NA18S_SCIDIM_ModH,I_13aaaaaa-aaaa-4aaa-a4ca-978132875783
49f54c72-72f9-4b16-b03e-372d1e19b055,SCI_NA18S_SCIDIM_ModA,I_13aaaaaa-aaaa-4aaa-a48a-978132849773
